Time (ms)	X (cm)	Y (cm)
0.	237.43	180.10
33.367	235.93	180.97
66.733	232.94	181.77
100.1	229.09	184.08
133.467	224.15	184.08
166.833	218.11	184.08
200.2	214.23	183.04
233.567	210.00	180.15
266.933	204.74	180.49
300.3	197.40	188.91
333.667	183.31	195.69
367.033	158.38	199.30
400.4	132.01	188.33
433.767	111.03	168.50
467.133	99.44	141.42
500.5	106.16	112.73
533.867	119.73	98.92
567.233	131.28	91.61
600.6	140.11	91.60
