Time (ms)	X (cm)	Y (cm)
0.	191.94	100.70
33.367	190.65	100.70
66.733	189.36	100.70
100.1	187.85	100.70
133.467	186.13	101.13
166.833	184.57	102.02
200.2	181.99	103.75
233.567	178.75	106.22
266.933	175.15	109.77
300.3	171.48	112.35
333.667	167.82	113.21
367.033	165.02	112.35
400.4	163.94	109.76
433.767	164.37	107.19
467.133	164.80	107.18
500.5	164.59	106.97
533.867	163.08	105.67
567.233	162.01	103.95
600.6	161.58	103.09
