Time (ms)	X (cm)	Y (cm)
0.	230.01	151.71
33.367	229.15	151.71
66.733	227.86	152.57
100.1	226.14	153.00
133.467	221.91	156.87
166.833	218.17	159.69
200.2	213.12	164.89
233.567	203.65	170.24
266.933	192.87	175.50
300.3	179.93	179.81
333.667	163.23	180.68
367.033	150.07	178.06
400.4	139.26	170.25
433.767	132.23	156.03
467.133	128.38	139.30
500.5	129.53	124.67
533.867	135.81	115.35
567.233	141.82	108.97
600.6	146.13	106.60
